,Title,English,Type,Episodes,Status,Start_Aired,Studios,Source,Genres,Themes,Demographics,Duration_Minutes,Rating,Score,Scored_Users
138,Maison Ikkoku,Maison Ikkoku,TV,96.0,Finished Airing,1986,Studio Deen,Manga,Comedy,Adult Cast,Seinen,25.0,R+ - Mild Nudity,8.191,16884.0
139,Shoujo Kakumei Utena,Revolutionary Girl Utena,TV,39.0,Finished Airing,1997,J.C.Staff,Original,Comedy,Mahou Shoujo,Shoujo,23.0,PG-13 - Teens 13 or older,8.191,57413.0
140,Asobi Asobase,Asobi Asobase Workshop of Fun,TV,12.0,Finished Airing,2018,Lerche,Manga,Comedy,Gag Humor,Seinen,23.0,PG-13 - Teens 13 or older,8.191,198400.0
141,Bakuman.,Bakuman.,TV,25.0,Finished Airing,2010,J.C.Staff,Manga,Comedy,Otaku Culture,Shounen,24.0,PG-13 - Teens 13 or older,8.191,280810.0
142,Ballroom e Youkoso,Welcome to the Ballroom,TV,24.0,Finished Airing,2017,Production I.G,Manga,Comedy,Performing Arts,Shounen,24.0,PG-13 - Teens 13 or older,8.191,135036.0
143,Chihayafuru,Chihayafuru,TV,25.0,Finished Airing,2011,Madhouse,Manga,Drama,Love Polygon,Josei,22.0,PG-13 - Teens 13 or older,8.191,170621.0
144,Black Lagoon: The Second Barrage,Black Lagoon The Second Barrage,TV,12.0,Finished Airing,2006,Madhouse,Manga,Action,Adult Cast,Seinen,24.0,R - 17+ (violence & profanity),8.181,290221.0
145,Non Non Biyori Repeat,Non Non Biyori Repeat,TV,12.0,Finished Airing,2015,SILVER LINK.,Manga,Slice of Life,CGDCT,Seinen,23.0,PG-13 - Teens 13 or older,8.181,93169.0
146,Noragami Aragoto,Noragami Aragoto,TV,13.0,Finished Airing,2015,Bones,Manga,Action,Mythology,Shounen,24.0,PG-13 - Teens 13 or older,8.171,830554.0
147,Shokugeki no Souma,Food Wars! Shokugeki no Soma,TV,24.0,Finished Airing,2015,J.C.Staff,Manga,Gourmet,School,Shounen,25.0,PG-13 - Teens 13 or older,8.171,929907.0
148,Aria the Natural,Aria the Natural,TV,26.0,Finished Airing,2006,Hal Film Maker,Manga,Fantasy,Iyashikei,Shounen,24.0,G - All Ages,8.171,27668.0
149,Haikyuu!! Movie 4: Concept no Tatakai,Haikyu!! The Movie Battle of Concepts,Movie,1.0,Finished Airing,2017,Production I.G,Manga,Sports,School,Shounen,88.0,PG-13 - Teens 13 or older,8.171,26141.0
150,Detective Conan,Case Closed,TV,13.272892459235882,Currently Airing,1996,TMS Entertainment,Manga,Adventure,Detective,Shounen,25.0,PG-13 - Teens 13 or older,8.161,147429.0
151,Ouran Koukou Host Club,Ouran High School Host Club,TV,26.0,Finished Airing,2006,Bones,Manga,Comedy,Crossdressing,Shoujo,23.0,PG-13 - Teens 13 or older,8.161,628618.0
152,Lupin III: Cagliostro no Shiro,Lupin III The Castle of Cagliostro,Movie,1.0,Finished Airing,1979,Tokyo Movie Shinsha,Manga,Action,Adult Cast,Seinen,99.0,PG-13 - Teens 13 or older,8.151,67327.0
153,Non Non Biyori Nonstop: Bukatsu wo Ganbatta,Non Non Biyori Nonstop Our Club Worked Hard,OVA,1.0,Finished Airing,2022,SILVER LINK.,Manga,Slice of Life,CGDCT,Seinen,22.0,PG-13 - Teens 13 or older,8.151,5445.0
154,Yuukoku no Moriarty,Moriarty the Patriot,TV,11.0,Finished Airing,2020,Production I.G,Manga,Mystery,Historical,Shounen,23.0,R - 17+ (violence & profanity),8.151,140874.0
155,Akira,Akira,Movie,1.0,Finished Airing,1988,Tokyo Movie Shinsha,Manga,Action,Gore,Seinen,124.0,R+ - Mild Nudity,8.151,455199.0
156,Ao Ashi,Aoashi,TV,24.0,Currently Airing,2022,Production I.G,Manga,Sports,Team Sports,Seinen,24.0,PG-13 - Teens 13 or older,8.151,31943.0
157,Cardcaptor Sakura,Cardcaptor Sakura,TV,70.0,Finished Airing,1998,Madhouse,Manga,Adventure,Mahou Shoujo,Shoujo,25.0,PG - Children,8.151,204530.0
158,Dragon Ball Z,Dragon Ball Z,TV,291.0,Finished Airing,1989,Toei Animation,Manga,Action,Martial Arts,Shounen,24.0,PG-13 - Teens 13 or older,8.151,779396.0
159,Hinamatsuri (TV),Hinamatsuri,TV,12.0,Finished Airing,2018,feel.,Manga,Comedy,Childcare,Seinen,23.0,PG-13 - Teens 13 or older,8.151,229701.0
160,Initial D Second Stage,Initial D Second Stage,TV,13.0,Finished Airing,1999,Pastel,Manga,Action,Racing,Seinen,23.0,PG-13 - Teens 13 or older,8.151,115402.0
161,Boku no Hero Academia 2nd Season,My Hero Academia Season 2,TV,25.0,Finished Airing,2017,Bones,Manga,Action,School,Shounen,23.0,PG-13 - Teens 13 or older,8.141,568249.0
162,Dragon Ball Super: Broly,Dragon Ball Super Broly,Movie,1.0,Finished Airing,2018,Toei Animation,Manga,Action,Martial Arts,Shounen,100.0,PG-13 - Teens 13 or older,8.141,234201.0
163,Eizouken ni wa Te wo Dasu na!,Keep Your Hands Off Eizouken!,TV,12.0,Finished Airing,2020,Science SARU,Manga,Adventure,Otaku Culture,Seinen,25.0,PG-13 - Teens 13 or older,8.141,124044.0
164,Katekyo Hitman Reborn!,Reborn!,TV,203.0,Finished Airing,2006,Artland,Manga,Action,Organized Crime,Shounen,24.0,PG-13 - Teens 13 or older,8.141,249522.0
165,"Komi-san wa, Comyushou desu. 2nd Season",Komi Can't Communicate Season 2,TV,12.0,Finished Airing,2022,OLM,Manga,Comedy,Romantic Subtext,Shounen,23.0,PG-13 - Teens 13 or older,8.141,148419.0
166,Lupin III: Part 5,Lupin the Third Part 5,TV,24.0,Finished Airing,2018,Telecom Animation Film,Manga,Action,Adult Cast,Seinen,22.0,PG-13 - Teens 13 or older,8.141,14865.0
167,Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,Natsume's Book of Friends The Waking Rock and the Strange Visitor,Movie,1.0,Finished Airing,2021,Shuka,Manga,Drama,Iyashikei,Shoujo,51.0,PG-13 - Teens 13 or older,8.131,7458.0
168,Detective Conan Movie 05: Countdown to Heaven,Case Closed Movie 5 Countdown to Heaven,Movie,1.0,Finished Airing,2001,TMS Entertainment,Manga,Adventure,Detective,Shounen,100.0,PG-13 - Teens 13 or older,8.121,35062.0
169,Fullmetal Alchemist,Fullmetal Alchemist,TV,51.0,Finished Airing,2003,Bones,Manga,Action,Military,Shounen,24.0,R - 17+ (violence & profanity),8.121,843147.0
170,Haikyuu!! Movie 3: Sainou to Sense,Haikyu!! The Movie Talent and Sense,Movie,1.0,Finished Airing,2017,Production I.G,Manga,Sports,School,Shounen,89.0,PG-13 - Teens 13 or older,8.121,27364.0
171,Kuragehime,Princess Jellyfish,TV,11.0,Finished Airing,2010,Brain's Base,Manga,Comedy,Crossdressing,Josei,22.0,PG-13 - Teens 13 or older,8.121,103290.0
172,Mobile Suit Gundam: The Origin - Advent of the Red Comet,Mobile Suit Gundam The Origin - Advent of the Red Comet,TV,13.0,Finished Airing,2019,Sunrise,Manga,Action,Mecha,Shounen,25.0,PG-13 - Teens 13 or older,8.121,7863.0
173,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,The Disastrous Life of Saiki K. Reawakened,ONA,6.0,Finished Airing,2019,"J.C.Staff, Egg Firm",Manga,Comedy,Gag Humor,Shounen,22.0,PG-13 - Teens 13 or older,8.111,119704.0
174,5-toubun no Hanayome ∬,The Quintessential Quintuplets 2,TV,12.0,Finished Airing,2021,Bibury Animation Studios,Manga,Comedy,Harem,Shounen,24.0,PG-13 - Teens 13 or older,8.111,355362.0
175,Detroit Metal City,Detroit Metal City The Animated Series,OVA,12.0,Finished Airing,2008,Studio 4°C,Manga,Comedy,Gag Humor,Seinen,14.0,R - 17+ (violence & profanity),8.111,103756.0
176,Diamond no Ace,Ace of Diamond,TV,75.0,Finished Airing,2013,"Production I.G, Madhouse",Manga,Sports,School,Shounen,24.0,PG-13 - Teens 13 or older,8.111,106694.0
177,Koukaku Kidoutai: Stand Alone Complex - Solid State Society,Ghost in the Shell Stand Alone Complex - Solid State Society,Special,1.0,Finished Airing,2006,Production I.G,Manga,Mystery,Adult Cast,Seinen,108.0,R - 17+ (violence & profanity),8.111,45186.0
178,Ansatsu Kyoushitsu,Assassination Classroom,TV,22.0,Finished Airing,2015,Lerche,Manga,Action,School,Shounen,23.0,PG-13 - Teens 13 or older,8.101,66516.0
179,Kuroko no Basket: Saikou no Present Desu,Kuroko’s Basketball It is the Best Present,Special,1.0,Finished Airing,2015,Production I.G,Manga,Action,School,Shounen,23.0,PG-13 - Teens 13 or older,8.101,50347.0
180,Shokugeki no Souma: Ni no Sara,Food Wars! The Second Plate,TV,13.0,Finished Airing,2016,J.C.Staff,Manga,Gourmet,School,Shounen,24.0,PG-13 - Teens 13 or older,8.101,671510.0
181,Gin no Saji,Silver Spoon,TV,11.0,Finished Airing,2013,A-1 Pictures,Manga,Comedy,School,Shounen,23.0,PG-13 - Teens 13 or older,8.091,123727.0
182,Hajime no Ippo: Boxer no Kobushi,Fighting Spirit Special,Special,1.0,Finished Airing,2003,Madhouse,Manga,Sports,Combat Sports,Shounen,23.0,PG-13 - Teens 13 or older,8.091,27763.0
183,Kanata no Astra,Astra Lost in Space,TV,12.0,Finished Airing,2019,Lerche,Manga,Adventure,Space,Shounen,28.0,PG-13 - Teens 13 or older,8.091,131215.0
184,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,Saint Seiya The Lost Canvas 2,OVA,13.0,Finished Airing,2011,TMS Entertainment,Manga,Action,Martial Arts,Shounen,24.0,PG-13 - Teens 13 or older,8.091,41899.0
185,Skip Beat!,Skip Beat!,TV,25.0,Finished Airing,2008,Hal Film Maker,Manga,Comedy,Love Polygon,Shoujo,24.0,PG-13 - Teens 13 or older,8.091,133567.0
186,Mairimashita! Iruma-kun 2nd Season,Welcome to Demon School! Iruma-kun Season 2,TV,21.0,Finished Airing,2021,Bandai Namco Pictures,Manga,Comedy,Isekai,Shounen,24.0,PG-13 - Teens 13 or older,8.081,114522.0
187,Tokyo Revengers,Tokyo Revengers,TV,24.0,Finished Airing,2021,LIDENFILMS,Manga,Action,Delinquents,Shounen,23.0,R - 17+ (violence & profanity),8.081,547323.0
188,Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,Gintama Jump Festa 2005 Special,Special,1.0,Finished Airing,2005,Sunrise,Manga,Action,Historical,Shounen,32.0,PG-13 - Teens 13 or older,8.081,28426.0
189,Hikaru no Go,Hikaru no Go,TV,75.0,Finished Airing,2001,Pierrot,Manga,Comedy,Strategy Game,Shounen,23.0,PG-13 - Teens 13 or older,8.081,59865.0
190,Kamisama Hajimemashita,Kamisama Kiss,TV,13.0,Finished Airing,2012,TMS Entertainment,Manga,Comedy,Mythology,Shoujo,24.0,PG-13 - Teens 13 or older,8.081,303124.0
191,Karakai Jouzu no Takagi-san 2,Teasing Master Takagi-san 2,TV,12.0,Finished Airing,2019,Shin-Ei Animation,Manga,Comedy,Iyashikei,Shounen,23.0,PG-13 - Teens 13 or older,8.081,159470.0
192,Kuroko no Basket Movie 4: Last Game,Kuroko's Basketball the Movie Last Game,Movie,1.0,Finished Airing,2017,Production I.G,Manga,Sports,School,Shounen,90.0,PG-13 - Teens 13 or older,8.081,156397.0
193,Boku no Hero Academia 3rd Season,My Hero Academia Season 3,TV,25.0,Finished Airing,2018,Bones,Manga,Action,School,Shounen,23.0,PG-13 - Teens 13 or older,8.071,295513.0
194,Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,Ghost in the Shell Stand Alone Complex - The Laughing Man,Special,1.0,Finished Airing,2005,Production I.G,Manga,Action,Adult Cast,Seinen,160.0,R - 17+ (violence & profanity),8.071,15147.0
195,Kuroko no Basket,Kuroko's Basketball,TV,25.0,Finished Airing,2012,Production I.G,Manga,Sports,School,Shounen,24.0,PG-13 - Teens 13 or older,8.071,646666.0
196,Kuroshitsuji: Book of Circus,Black Butler Book of Circus,TV,10.0,Finished Airing,2014,A-1 Pictures,Manga,Action,Historical,Shounen,24.0,R - 17+ (violence & profanity),8.071,197148.0
197,Kuroshitsuji: Book of Murder,Black Butler Book of Murder,OVA,2.0,Finished Airing,2015,A-1 Pictures,Manga,Action,Historical,Shounen,58.0,R - 17+ (violence & profanity),8.071,112130.0
198,Shijou Saikyou no Deshi Kenichi,KenIchi The Mightiest Disciple,TV,50.0,Finished Airing,2006,TMS Entertainment,Manga,Action,Martial Arts,Shounen,25.0,PG-13 - Teens 13 or older,8.061,149302.0
199,Yofukashi no Uta,Call of the Night,TV,13.0,Currently Airing,2022,LIDENFILMS,Manga,Romance,Vampire,Shounen,22.0,PG-13 - Teens 13 or older,8.061,57501.0
200,Glass no Kamen (2005),Glass Mask,TV,51.0,Finished Airing,2005,Tokyo Movie Shinsha,Manga,Drama,Performing Arts,Shoujo,25.0,G - All Ages,8.061,11742.0
201,Hidamari Sketch: Sae Hiro Sotsugyou-hen,Hidamari Sketch Sae & Hiro Graduation,OVA,2.0,Finished Airing,2013,Shaft,4-koma manga,Comedy,CGDCT,Seinen,23.0,PG-13 - Teens 13 or older,8.061,5631.0
202,Kodomo no Omocha (TV),Kodocha,TV,102.0,Finished Airing,1996,Gallop,Manga,Comedy,Love Polygon,Shoujo,22.0,PG-13 - Teens 13 or older,8.051,25298.0
203,Detective Conan Movie 10: Requiem of the Detectives,Detective Conan The Private Eyes' Requiem,Movie,1.0,Finished Airing,2006,TMS Entertainment,Manga,Adventure,Detective,Shounen,111.0,PG-13 - Teens 13 or older,8.041,29970.0
204,Black Lagoon,Black Lagoon,TV,12.0,Finished Airing,2006,Madhouse,Manga,Action,Adult Cast,Seinen,24.0,R - 17+ (violence & profanity),8.031,445650.0
205,Black Lagoon: Roberta's Blood Trail,Black Lagoon Roberta's Blood Trail,OVA,5.0,Finished Airing,2010,Madhouse,Manga,Action,Adult Cast,Seinen,33.0,R+ - Mild Nudity,8.031,152474.0
206,Detective Conan Movie 03: The Last Wizard of the Century,Case Closed Movie 3 The Last Wizard of the Century,Movie,1.0,Finished Airing,1999,TMS Entertainment,Manga,Adventure,Detective,Shounen,100.0,PG-13 - Teens 13 or older,8.031,36981.0
207,Detective Conan Movie 04: Captured in Her Eyes,Case Closed Movie 4 Captured In Her Eyes,Movie,1.0,Finished Airing,2000,TMS Entertainment,Manga,Adventure,Detective,Shounen,100.0,PG-13 - Teens 13 or older,8.031,34505.0
208,Omae Umasou da na,Heart and Yummie,Movie,1.0,Finished Airing,2010,Ajia-Do,Picture book,Action,Childcare,Kids,90.0,G - All Ages,8.021,7354.0
209,Shokugeki no Souma: San no Sara,Food Wars! The Third Plate,TV,12.0,Finished Airing,2017,J.C.Staff,Manga,Gourmet,School,Shounen,24.0,PG-13 - Teens 13 or older,8.021,545411.0
210,D.Gray-man,D.Gray-man,TV,103.0,Finished Airing,2006,TMS Entertainment,Manga,Action,Mythology,Shounen,23.0,PG-13 - Teens 13 or older,8.021,274181.0
211,Kami nomi zo Shiru Sekai: Megami-hen,The World God Only Knows Goddesses,TV,12.0,Finished Airing,2013,Manglobe,Manga,Comedy,Harem,Shounen,24.0,PG-13 - Teens 13 or older,8.021,183544.0
212,Aria the OVA: Arietta,Aria the OVA Arietta,OVA,1.0,Finished Airing,2007,Hal Film Maker,Manga,Fantasy,Iyashikei,Shounen,30.0,G - All Ages,8.011,15978.0
213,Boku no Hero Academia the Movie 2: Heroes:Rising,My Hero Academia Heroes Rising,Movie,1.0,Finished Airing,2019,Bones,Manga,Action,Super Power,Shounen,104.0,PG-13 - Teens 13 or older,8.011,285970.0
214,Hachimitsu to Clover,Honey and Clover,TV,24.0,Finished Airing,2005,J.C.Staff,Manga,Comedy,Love Polygon,Josei,23.0,PG-13 - Teens 13 or older,8.011,79789.0
215,Haikyuu!! Movie 2: Shousha to Haisha,Haikyuu!! the Movie The Winner and the Loser,Movie,1.0,Finished Airing,2015,Production I.G,Manga,Sports,School,Shounen,88.0,PG-13 - Teens 13 or older,8.011,28877.0
216,Kaichou wa Maid-sama!,Maid Sama!,TV,26.0,Finished Airing,2010,J.C.Staff,Manga,Comedy,School,Shoujo,24.0,PG-13 - Teens 13 or older,8.011,677021.0
217,Fullmetal Alchemist: Brotherhood Specials,Fullmetal Alchemist Brotherhood OVA Collection,Special,4.0,Finished Airing,2009,Bones,Manga,Drama,Military,Shounen,15.0,PG-13 - Teens 13 or older,8.001,71100.0
218,Kakushigoto,Kakushigoto,TV,12.0,Finished Airing,2020,Ajia-Do,Manga,Comedy,Childcare,Shounen,23.0,PG-13 - Teens 13 or older,8.001,125866.0
219,Kimi ni Todoke,Kimi ni Todoke From Me to You,TV,25.0,Finished Airing,2009,Production I.G,Manga,Drama,School,Shoujo,22.0,PG-13 - Teens 13 or older,8.001,406491.0
220,Maoujou de Oyasumi,Sleepy Princess in the Demon Castle,TV,12.0,Finished Airing,2020,Doga Kobo,Manga,Comedy,Mythology,Shounen,23.0,PG-13 - Teens 13 or older,7.991,82564.0
221,Ookiku Furikabutte: Natsu no Taikai-hen,Big Windup! 2,TV,13.0,Finished Airing,2010,A-1 Pictures,Manga,Comedy,Team Sports,Seinen,24.0,PG-13 - Teens 13 or older,7.991,21768.0
222,School Rumble Ni Gakki,School Rumble 2nd Semester,TV,26.0,Finished Airing,2006,Studio Comet,Manga,Comedy,Gag Humor,Shounen,24.0,PG-13 - Teens 13 or older,7.991,87657.0
223,xxxHOLiC,xxxHOLiC,TV,24.0,Finished Airing,2006,Production I.G,Manga,Comedy,Psychological,Seinen,24.0,PG-13 - Teens 13 or older,7.991,114401.0
224,Kimi ni Todoke 2nd Season,Kimi ni Todoke From Me to You Season 2,TV,12.0,Finished Airing,2011,Production I.G,Manga,Drama,School,Shoujo,23.0,PG-13 - Teens 13 or older,7.991,241974.0
225,"Komi-san wa, Comyushou desu.",Komi Can't Communicate,TV,12.0,Finished Airing,2021,OLM,4-koma manga,Comedy,Romantic Subtext,Shounen,23.0,PG-13 - Teens 13 or older,7.991,360453.0
226,Koukaku Kidoutai 2.0,Ghost in the Shell 2.0,Movie,1.0,Finished Airing,2008,Production I.G,Manga,Action,Adult Cast,Seinen,83.0,R+ - Mild Nudity,7.981,38090.0
227,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,Samurai X Reflection,OVA,2.0,Finished Airing,2001,Studio Deen,Manga,Drama,Historical,Shounen,42.0,R - 17+ (violence & profanity),7.981,44261.0
228,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,Food Wars! The Third Plate Totsuki Train Arc,TV,12.0,Finished Airing,2018,J.C.Staff,Manga,Gourmet,School,Shounen,24.0,PG-13 - Teens 13 or older,7.981,391816.0
229,Naruto,Naruto,TV,220.0,Finished Airing,2002,Pierrot,Manga,Action,Martial Arts,Shounen,23.0,PG-13 - Teens 13 or older,7.971,784527.0
230,Saint Seiya: The Lost Canvas - Meiou Shinwa,Saint Seiya The Lost Canvas,OVA,13.0,Finished Airing,2009,TMS Entertainment,Manga,Action,Martial Arts,Shounen,24.0,PG-13 - Teens 13 or older,7.971,55659.0
231,Working!!!,Wagnaria!!3,TV,13.0,Finished Airing,2015,A-1 Pictures,4-koma manga,Comedy,Workplace,Seinen,23.0,PG-13 - Teens 13 or older,7.971,121059.0
232,Aria the Origination: Sono Choppiri Himitsu no Basho ni...,Aria the Origination Episode 5.5 That Little Secret Place…,Special,1.0,Finished Airing,2008,Hal Film Maker,Manga,Comedy,Iyashikei,Shounen,24.0,G - All Ages,7.971,9235.0
233,Haikyuu!! Movie 1: Owari to Hajimari,Haikyu!! the Movie The End and the Beginning,Movie,1.0,Finished Airing,2015,Production I.G,Manga,Sports,School,Shounen,89.0,PG-13 - Teens 13 or older,7.971,32115.0
234,Detective Conan Movie 25: Halloween no Hanayome,Detective Conan The Bride of Halloween,Movie,1.0,Finished Airing,2022,TMS Entertainment,Manga,Mystery,Detective,Shounen,110.0,PG-13 - Teens 13 or older,7.961,1426.0
235,Dragon Ball,Dragon Ball,TV,153.0,Finished Airing,1986,Toei Animation,Manga,Adventure,Martial Arts,Shounen,24.0,PG-13 - Teens 13 or older,7.961,610248.0
236,Hokuto no Ken,Fist of the North Star,TV,109.0,Finished Airing,1984,Toei Animation,Manga,Action,Martial Arts,Shounen,25.0,R - 17+ (violence & profanity),7.961,41295.0
237,Noragami,Noragami,TV,12.0,Finished Airing,2014,Bones,Manga,Action,Mythology,Shounen,24.0,PG-13 - Teens 13 or older,7.961,176835.0
238,Phantom: Requiem for the Phantom,Phantom Requiem for the Phantom,TV,26.0,Finished Airing,2009,Bee Train,Visual novel,Action,Organized Crime,Seinen,24.0,R+ - Mild Nudity,7.961,120418.0
239,Nurarihyon no Mago: Sennen Makyou,Nura Rise of the Yokai Clan - Demon Capital,TV,24.0,Finished Airing,2011,Studio Deen,Manga,Action,Mythology,Shounen,23.0,PG-13 - Teens 13 or older,7.951,79981.0
240,Usagi Drop Specials,Bunny Drop Specials,Special,4.0,Finished Airing,2011,Production I.G,Manga,Slice of Life,Childcare,Josei,5.0,PG-13 - Teens 13 or older,7.951,39282.0
241,Kingdom,Kingdom,TV,38.0,Finished Airing,2012,Pierrot,Manga,Action,Historical,Seinen,25.0,R - 17+ (violence & profanity),7.951,64820.0
242,Full Moon wo Sagashite,Searching for the Full Moon,TV,52.0,Finished Airing,2002,Studio Deen,Manga,Comedy,Music,Shoujo,24.0,PG-13 - Teens 13 or older,7.941,45688.0
243,Kimi to Boku. 2,You and Me 2,TV,13.0,Finished Airing,2012,J.C.Staff,Manga,Comedy,Iyashikei,Shounen,24.0,PG-13 - Teens 13 or older,7.941,40110.0
244,Non Non Biyori,Non Non Biyori,TV,12.0,Finished Airing,2013,SILVER LINK.,Manga,Slice of Life,CGDCT,Seinen,24.0,PG-13 - Teens 13 or older,7.941,162657.0
245,xxxHOLiC Movie: Manatsu no Yoru no Yume,xxxHOLiC The Movie A Midsummer Night's Dream,Movie,1.0,Finished Airing,2005,Production I.G,Manga,Comedy,Psychological,Seinen,60.0,PG-13 - Teens 13 or older,7.941,32408.0
246,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,Akagi,TV,26.0,Finished Airing,2005,Madhouse,Manga,Suspense,Adult Cast,Seinen,23.0,R - 17+ (violence & profanity),7.931,41328.0
247,Trigun: Badlands Rumble,Trigun - Badlands Rumble,Movie,1.0,Finished Airing,2010,Madhouse,Manga,Action,Adult Cast,Shounen,90.0,PG-13 - Teens 13 or older,7.931,69227.0
248,Bishoujo Senshi Sailor Moon: Sailor Stars,Sailor Moon Sailor Stars,TV,34.0,Finished Airing,1996,Toei Animation,Manga,Adventure,Mahou Shoujo,Shoujo,24.0,PG-13 - Teens 13 or older,7.931,52701.0
249,Boku no Hero Academia 4th Season,My Hero Academia Season 4,TV,25.0,Finished Airing,2019,Bones,Manga,Action,School,Shounen,24.0,PG-13 - Teens 13 or older,7.931,943149.0
250,Kuuchuu Buranko,Welcome to Irabu's Office,TV,11.0,Finished Airing,2009,Toei Animation,Novel,Drama,Medical,Seinen,23.0,R - 17+ (violence & profanity),7.931,23744.0
251,Zetsuen no Tempest,Blast of Tempest,TV,24.0,Finished Airing,2012,Bones,Manga,Action,Psychological,Shounen,24.0,PG-13 - Teens 13 or older,7.931,250109.0
252,Boku no Hero Academia,My Hero Academia,TV,13.0,Finished Airing,2016,Bones,Manga,Action,School,Shounen,24.0,PG-13 - Teens 13 or older,7.921,871325.0
253,Dance Dance Danseur,Dance Dance Danseur,TV,11.0,Finished Airing,2022,MAPPA,Manga,Drama,Performing Arts,Seinen,23.0,PG-13 - Teens 13 or older,7.921,24157.0
254,JoJo no Kimyou na Bouken (TV),JoJo's Bizarre Adventure,TV,26.0,Finished Airing,2012,David Production,Manga,Action,Vampire,Shounen,24.0,R - 17+ (violence & profanity),7.911,945254.0
255,Jormungand: Perfect Order,Jormungand Season 2 Perfect Order,TV,12.0,Finished Airing,2012,White Fox,Manga,Action,Organized Crime,Seinen,24.0,R+ - Mild Nudity,7.911,97447.0
256,Kaleido Star,Kaleido Star,TV,51.0,Finished Airing,2003,Gonzo,Original,Comedy,Performing Arts,Shoujo,23.0,PG-13 - Teens 13 or older,7.911,33654.0
